date,county,state,fips,cases,deaths
2020-03-13,Chester,Pennsylvania,42029.0,1,0.0
2020-03-14,Chester,Pennsylvania,42029.0,2,0.0
2020-03-14,Chesterfield,Virginia,51041.0,1,0.0
2020-03-11,Chittenden,Vermont,50007.0,1,0.0
2020-03-12,Chittenden,Vermont,50007.0,1,0.0
2020-03-13,Chittenden,Vermont,50007.0,1,0.0
2020-03-14,Chittenden,Vermont,50007.0,1,0.0
2020-03-12,Clackamas,Oregon,41005.0,1,0.0
2020-03-13,Clackamas,Oregon,41005.0,1,0.0
2020-03-14,Clackamas,Oregon,41005.0,1,0.0
2020-03-05,Clark,Nevada,32003.0,1,0.0
2020-03-06,Clark,Nevada,32003.0,1,0.0
2020-03-07,Clark,Nevada,32003.0,1,0.0
2020-03-08,Clark,Nevada,32003.0,2,0.0
2020-03-09,Clark,Nevada,32003.0,2,0.0
2020-03-10,Clark,Nevada,32003.0,2,0.0
2020-03-11,Clark,Nevada,32003.0,5,0.0
2020-03-12,Clark,Nevada,32003.0,8,0.0
2020-03-13,Clark,Nevada,32003.0,16,0.0
2020-03-14,Clark,Nevada,32003.0,16,0.0
2020-03-06,Clark,Washington,53011.0,1,0.0
2020-03-07,Clark,Washington,53011.0,1,0.0
2020-03-08,Clark,Washington,53011.0,1,0.0
2020-03-09,Clark,Washington,53011.0,1,0.0
2020-03-10,Clark,Washington,53011.0,1,0.0
2020-03-11,Clark,Washington,53011.0,1,0.0
2020-03-12,Clark,Washington,53011.0,1,0.0
2020-03-13,Clark,Washington,53011.0,3,0.0
2020-03-14,Clark,Washington,53011.0,3,0.0
2020-03-12,Clay,Florida,12019.0,1,0.0
2020-03-13,Clay,Florida,12019.0,1,0.0
2020-03-14,Clay,Florida,12019.0,1,0.0
2020-03-13,Clear Creek,Colorado,8019.0,1,0.0
2020-03-14,Clear Creek,Colorado,8019.0,1,0.0
2020-03-07,Cobb,Georgia,13067.0,1,0.0
2020-03-08,Cobb,Georgia,13067.0,3,0.0
2020-03-09,Cobb,Georgia,13067.0,4,0.0
2020-03-10,Cobb,Georgia,13067.0,7,0.0
2020-03-11,Cobb,Georgia,13067.0,8,0.0
2020-03-12,Cobb,Georgia,13067.0,8,1.0
2020-03-13,Cobb,Georgia,13067.0,8,1.0
2020-03-14,Cobb,Georgia,13067.0,15,1.0
2020-03-10,Collier,Florida,12021.0,3,0.0
2020-03-11,Collier,Florida,12021.0,3,0.0
2020-03-12,Collier,Florida,12021.0,3,0.0
2020-03-13,Collier,Florida,12021.0,3,0.0
2020-03-14,Collier,Florida,12021.0,3,0.0
2020-03-09,Collin,Texas,48085.0,1,0.0
2020-03-10,Collin,Texas,48085.0,3,0.0
2020-03-11,Collin,Texas,48085.0,3,0.0
2020-03-12,Collin,Texas,48085.0,4,0.0
2020-03-13,Collin,Texas,48085.0,5,0.0
2020-03-14,Collin,Texas,48085.0,7,0.0
2020-03-12,Columbia,Washington,53013.0,1,0.0
2020-03-13,Columbia,Washington,53013.0,1,0.0
2020-03-14,Columbia,Washington,53013.0,1,0.0
2020-03-03,Contra Costa,California,6013.0,1,0.0
2020-03-04,Contra Costa,California,6013.0,1,0.0
2020-03-05,Contra Costa,California,6013.0,1,0.0
2020-03-06,Contra Costa,California,6013.0,4,0.0
2020-03-07,Contra Costa,California,6013.0,4,0.0
2020-03-08,Contra Costa,California,6013.0,9,0.0
2020-03-09,Contra Costa,California,6013.0,9,0.0
2020-03-10,Contra Costa,California,6013.0,9,0.0
2020-03-11,Contra Costa,California,6013.0,9,0.0
2020-03-12,Contra Costa,California,6013.0,9,0.0
2020-03-13,Contra Costa,California,6013.0,25,0.0
2020-03-14,Contra Costa,California,6013.0,25,0.0
2020-02-14,Cook,Illinois,17031.0,2,0.0
2020-02-15,Cook,Illinois,17031.0,2,0.0
2020-02-16,Cook,Illinois,17031.0,2,0.0
2020-02-17,Cook,Illinois,17031.0,2,0.0
2020-02-18,Cook,Illinois,17031.0,2,0.0
2020-02-19,Cook,Illinois,17031.0,2,0.0
2020-02-20,Cook,Illinois,17031.0,2,0.0
2020-02-21,Cook,Illinois,17031.0,2,0.0
2020-02-22,Cook,Illinois,17031.0,2,0.0
2020-02-23,Cook,Illinois,17031.0,2,0.0
2020-02-24,Cook,Illinois,17031.0,2,0.0
2020-02-25,Cook,Illinois,17031.0,2,0.0
2020-02-26,Cook,Illinois,17031.0,2,0.0
2020-02-27,Cook,Illinois,17031.0,2,0.0
2020-02-28,Cook,Illinois,17031.0,2,0.0
2020-02-29,Cook,Illinois,17031.0,3,0.0
2020-03-01,Cook,Illinois,17031.0,3,0.0
2020-03-02,Cook,Illinois,17031.0,4,0.0
2020-03-03,Cook,Illinois,17031.0,4,0.0
2020-03-04,Cook,Illinois,17031.0,4,0.0
2020-03-05,Cook,Illinois,17031.0,5,0.0
2020-03-06,Cook,Illinois,17031.0,6,0.0
2020-03-07,Cook,Illinois,17031.0,6,0.0
2020-03-08,Cook,Illinois,17031.0,7,0.0
2020-03-09,Cook,Illinois,17031.0,11,0.0
2020-03-10,Cook,Illinois,17031.0,17,0.0
2020-03-11,Cook,Illinois,17031.0,22,0.0
2020-03-12,Cook,Illinois,17031.0,27,0.0
2020-03-13,Cook,Illinois,17031.0,40,0.0
2020-03-14,Cook,Illinois,17031.0,51,0.0
2020-03-13,Copiah,Mississippi,28029.0,1,0.0
2020-03-14,Copiah,Mississippi,28029.0,1,0.0
2020-03-14,Coweta,Georgia,13077.0,2,0.0
2020-03-14,Craven,North Carolina,37049.0,1,0.0
2020-03-14,Cumberland,Illinois,17035.0,1,0.0
2020-03-13,Cumberland,Maine,23005.0,1,0.0
2020-03-14,Cumberland,Maine,23005.0,2,0.0
2020-03-13,Cumberland,Pennsylvania,42041.0,3,0.0
2020-03-14,Cumberland,Pennsylvania,42041.0,3,0.0
2020-03-09,Cuyahoga,Ohio,39035.0,3,0.0
2020-03-10,Cuyahoga,Ohio,39035.0,3,0.0
2020-03-11,Cuyahoga,Ohio,39035.0,3,0.0
2020-03-12,Cuyahoga,Ohio,39035.0,3,0.0
2020-03-13,Cuyahoga,Ohio,39035.0,11,0.0
2020-03-14,Cuyahoga,Ohio,39035.0,11,0.0
2020-03-12,Dakota,Minnesota,27037.0,1,0.0
2020-03-13,Dakota,Minnesota,27037.0,2,0.0
2020-03-14,Dakota,Minnesota,27037.0,2,0.0
2020-03-14,Dallas,Iowa,19049.0,1,0.0
2020-03-10,Dallas,Texas,48113.0,2,0.0
2020-03-11,Dallas,Texas,48113.0,3,0.0
2020-03-12,Dallas,Texas,48113.0,8,0.0
2020-03-13,Dallas,Texas,48113.0,9,0.0
2020-03-14,Dallas,Texas,48113.0,11,0.0
2020-02-14,Dane,Wisconsin,55025.0,1,0.0
2020-02-15,Dane,Wisconsin,55025.0,1,0.0
2020-02-16,Dane,Wisconsin,55025.0,1,0.0
2020-02-17,Dane,Wisconsin,55025.0,1,0.0
2020-02-18,Dane,Wisconsin,55025.0,1,0.0
2020-02-19,Dane,Wisconsin,55025.0,1,0.0
2020-02-20,Dane,Wisconsin,55025.0,1,0.0
2020-02-21,Dane,Wisconsin,55025.0,1,0.0
2020-02-22,Dane,Wisconsin,55025.0,1,0.0
2020-02-23,Dane,Wisconsin,55025.0,1,0.0
2020-02-24,Dane,Wisconsin,55025.0,1,0.0
2020-02-25,Dane,Wisconsin,55025.0,1,0.0
2020-02-26,Dane,Wisconsin,55025.0,1,0.0
2020-02-27,Dane,Wisconsin,55025.0,1,0.0
2020-02-28,Dane,Wisconsin,55025.0,1,0.0
2020-02-29,Dane,Wisconsin,55025.0,1,0.0
2020-03-01,Dane,Wisconsin,55025.0,1,0.0
2020-03-02,Dane,Wisconsin,55025.0,1,0.0
2020-03-03,Dane,Wisconsin,55025.0,1,0.0
2020-03-04,Dane,Wisconsin,55025.0,1,0.0
2020-03-05,Dane,Wisconsin,55025.0,1,0.0
2020-03-06,Dane,Wisconsin,55025.0,1,0.0
2020-03-07,Dane,Wisconsin,55025.0,1,0.0
2020-03-08,Dane,Wisconsin,55025.0,1,0.0
2020-03-09,Dane,Wisconsin,55025.0,1,0.0
2020-03-10,Dane,Wisconsin,55025.0,2,0.0
2020-03-11,Dane,Wisconsin,55025.0,2,0.0
2020-03-12,Dane,Wisconsin,55025.0,4,0.0
2020-03-13,Dane,Wisconsin,55025.0,5,0.0
2020-03-14,Dane,Wisconsin,55025.0,6,0.0
2020-03-08,Davidson,Tennessee,47037.0,1,0.0
2020-03-09,Davidson,Tennessee,47037.0,1,0.0
2020-03-10,Davidson,Tennessee,47037.0,1,0.0
2020-03-11,Davidson,Tennessee,47037.0,2,0.0
2020-03-12,Davidson,Tennessee,47037.0,6,0.0
2020-03-13,Davidson,Tennessee,47037.0,10,0.0
2020-03-14,Davidson,Tennessee,47037.0,14,0.0
2020-03-06,Davis,Utah,49011.0,1,0.0
2020-03-07,Davis,Utah,49011.0,1,0.0
2020-03-08,Davis,Utah,49011.0,1,0.0
2020-03-09,Davis,Utah,49011.0,1,0.0
2020-03-10,Davis,Utah,49011.0,1,0.0
2020-03-11,Davis,Utah,49011.0,1,0.0
2020-03-12,Davis,Utah,49011.0,1,0.0
2020-03-13,Davis,Utah,49011.0,1,0.0
2020-03-14,Davis,Utah,49011.0,2,0.0
2020-03-10,Davison,South Dakota,46035.0,2,1.0
2020-03-11,Davison,South Dakota,46035.0,2,1.0
2020-03-12,Davison,South Dakota,46035.0,2,1.0
2020-03-13,Davison,South Dakota,46035.0,2,1.0
2020-03-14,Davison,South Dakota,46035.0,2,1.0
2020-03-09,DeKalb,Georgia,13089.0,2,0.0
2020-03-10,DeKalb,Georgia,13089.0,2,0.0
2020-03-11,DeKalb,Georgia,13089.0,4,0.0
2020-03-12,DeKalb,Georgia,13089.0,4,0.0
2020-03-13,DeKalb,Georgia,13089.0,4,0.0
2020-03-14,DeKalb,Georgia,13089.0,8,0.0
2020-03-12,Delaware,New York,36025.0,1,0.0
2020-03-13,Delaware,New York,36025.0,1,0.0
2020-03-14,Delaware,New York,36025.0,1,0.0
2020-03-06,Delaware,Pennsylvania,42045.0,1,0.0
2020-03-07,Delaware,Pennsylvania,42045.0,1,0.0
2020-03-08,Delaware,Pennsylvania,42045.0,1,0.0
2020-03-09,Delaware,Pennsylvania,42045.0,1,0.0
2020-03-10,Delaware,Pennsylvania,42045.0,1,0.0
2020-03-11,Delaware,Pennsylvania,42045.0,1,0.0
2020-03-12,Delaware,Pennsylvania,42045.0,1,0.0
2020-03-13,Delaware,Pennsylvania,42045.0,6,0.0
2020-03-14,Delaware,Pennsylvania,42045.0,6,0.0
2020-03-06,Denver,Colorado,8031.0,2,0.0
2020-03-07,Denver,Colorado,8031.0,2,0.0
2020-03-08,Denver,Colorado,8031.0,2,0.0
2020-03-09,Denver,Colorado,8031.0,3,0.0
2020-03-10,Denver,Colorado,8031.0,4,0.0
2020-03-11,Denver,Colorado,8031.0,6,0.0
2020-03-12,Denver,Colorado,8031.0,9,0.0
2020-03-13,Denver,Colorado,8031.0,17,0.0
2020-03-14,Denver,Colorado,8031.0,23,0.0
2020-03-11,Deschutes,Oregon,41017.0,1,0.0
2020-03-12,Deschutes,Oregon,41017.0,1,0.0
2020-03-13,Deschutes,Oregon,41017.0,1,0.0
2020-03-14,Deschutes,Oregon,41017.0,3,0.0
2020-03-07,District of Columbia,District of Columbia,11001.0,1,0.0
2020-03-08,District of Columbia,District of Columbia,11001.0,1,0.0
2020-03-09,District of Columbia,District of Columbia,11001.0,4,0.0
2020-03-10,District of Columbia,District of Columbia,11001.0,4,0.0
2020-03-11,District of Columbia,District of Columbia,11001.0,10,0.0
2020-03-12,District of Columbia,District of Columbia,11001.0,10,0.0
2020-03-13,District of Columbia,District of Columbia,11001.0,10,0.0
2020-03-14,District of Columbia,District of Columbia,11001.0,16,0.0
2020-03-05,Douglas,Colorado,8035.0,1,0.0
2020-03-06,Douglas,Colorado,8035.0,3,0.0
2020-03-07,Douglas,Colorado,8035.0,3,0.0
2020-03-08,Douglas,Colorado,8035.0,3,0.0
2020-03-09,Douglas,Colorado,8035.0,3,0.0
2020-03-10,Douglas,Colorado,8035.0,3,0.0
2020-03-11,Douglas,Colorado,8035.0,3,0.0
2020-03-12,Douglas,Colorado,8035.0,3,0.0
2020-03-13,Douglas,Colorado,8035.0,4,0.0
2020-03-14,Douglas,Colorado,8035.0,4,0.0
2020-02-17,Douglas,Nebraska,31055.0,10,0.0
2020-02-18,Douglas,Nebraska,31055.0,10,0.0
2020-02-19,Douglas,Nebraska,31055.0,10,0.0
